ikr.p1, 0.0765e-3
ikr.p2, 9.05e-2
ikr.p3, 2.84e-5
ikr.p4, 4.74e-2
ikr.p5, 1.03e-1
ikr.p6, 2.13e-2
ikr.p7, 0.801e-2
ikr.p8, 2.96e-2
ikr.p9, 0.031
physical_constants.T, 298.15
