ikr.p1, 2.07e-3
ikr.p2, 7.17e-2
ikr.p3, 3.44e-5
ikr.p4, 6.18e-2
ikr.p5, 4.18e-1
ikr.p6, 2.58e-2
ikr.p7, 4.75e-2
ikr.p8, 2.51e-2
ikr.p9, 0.0333
physical_constants.T, 310.15
