ikr.p1, 0.3e-3
ikr.p2, 6.57e-2
ikr.p3, 3.39e-5
ikr.p4, 5.35e-2
ikr.p5, 1.79e-1
ikr.p6, 2.18e-2
ikr.p7, 1.45e-2
ikr.p8, 2.92e-2
ikr.p9, 0.0294
physical_constants.T, 303.15
