ikr.p1, 0.175e-3
ikr.p2, 7.08e-2
ikr.p3, 3.14e-5
ikr.p4, 4.78e-2
ikr.p5, 1.35e-1
ikr.p6, 2.23e-2
ikr.p7, 1.07e-2
ikr.p8, 2.93e-2
ikr.p9, 0.034
physical_constants.T, 300.15
